Dividing Wavelength (nm)	Blue Motor Position (mm)	Red Motor Position (mm)	
456.500000	29.458557	0.000000
456.600000	29.445163	0.000000
456.700000	29.431769	0.000000
456.800000	29.418374	0.000000
456.900000	29.404978	0.000000
457.000000	29.391582	0.000000
457.100000	29.378185	0.000000
457.200000	29.364788	0.000000
457.300000	29.351390	0.000000
457.400000	29.337991	0.000000
457.500000	29.324592	0.000000
457.600000	29.311193	0.000000
457.700000	29.297811	0.000000
457.800000	29.285183	0.000000
457.900000	29.273288	0.000000
458.000000	29.261573	0.000000
458.100000	29.249480	0.000000
458.200000	29.236455	0.000000
458.300000	29.221941	0.000000
458.400000	29.205384	0.000000
458.500000	29.184073	0.000000
458.600000	29.154991	0.000000
458.700000	29.124758	0.000000
458.800000	29.100492	0.000000
458.900000	29.083149	0.000000
459.000000	29.068033	0.000000
459.100000	29.054585	0.000000
459.200000	29.042248	0.000000
459.300000	29.030465	0.000000
459.400000	29.018681	0.000000
459.500000	29.006339	0.000000
459.600000	28.993080	0.000000
459.700000	28.979668	0.000000
459.800000	28.966256	0.000000
459.900000	28.952843	0.000000
460.000000	28.939429	0.000000
460.100000	28.926015	0.000000
460.200000	28.912601	0.000000
460.300000	28.899186	0.000000
460.400000	28.885770	0.000000
460.500000	28.872354	0.000000
460.600000	28.858937	0.000000
460.700000	28.845519	0.000000
460.800000	28.832101	0.000000
460.900000	28.818683	0.000000
461.000000	28.805264	0.000000
461.100000	28.791844	0.000000
461.200000	28.778424	0.000000
461.300000	28.765003	0.000000
461.400000	28.751581	0.000000
461.500000	28.738159	0.000000
461.600000	28.724737	0.000000
461.700000	28.711313	0.000000
461.800000	28.697890	0.000000
461.900000	28.684465	0.000000
462.000000	28.671041	0.000000
462.100000	28.657615	0.000000
462.200000	28.644189	0.000000
462.300000	28.630762	0.000000
462.400000	28.617335	0.000000
462.500000	28.603907	0.000000
462.600000	28.590479	0.000000
462.700000	28.577050	0.000000
462.800000	28.563621	0.000000
462.900000	28.550191	0.000000
463.000000	28.536760	0.000000
463.100000	28.523329	0.000000
463.200000	28.509897	0.000000
463.300000	28.496465	0.000000
463.400000	28.483032	0.000000
463.500000	28.469598	0.000000
463.600000	28.456164	0.000000
463.700000	28.442729	0.000000
463.800000	28.429294	0.000000
463.900000	28.415858	0.000000
464.000000	28.402422	0.000000
464.100000	28.388985	0.000000
464.200000	28.375547	0.000000
464.300000	28.362109	0.000000
464.400000	28.348670	0.000000
464.500000	28.335231	0.000000
464.600000	28.321791	0.000000
464.700000	28.308351	0.000000
464.800000	28.294910	0.000000
464.900000	28.281468	0.000000
465.000000	28.268026	0.000000
465.100000	28.254583	0.000000
465.200000	28.241140	0.000000
465.300000	28.227696	0.000000
465.400000	28.214252	0.000000
465.500000	28.200807	0.000000
465.600000	28.187361	0.000000
465.700000	28.173915	0.000000
465.800000	28.160468	0.000000
465.900000	28.147021	0.000000
466.000000	28.133573	0.000000
466.100000	28.120124	0.000000
466.200000	28.106675	0.000000
466.300000	28.093225	0.000000
466.400000	28.079775	0.000000
466.500000	28.066324	0.000000
466.600000	28.052873	0.000000
466.700000	28.039421	0.000000
466.800000	28.025969	0.000000
466.900000	28.012515	0.000000
467.000000	27.999062	0.000000
467.100000	27.985607	0.000000
467.200000	27.972153	0.000000
467.300000	27.958697	0.000000
467.400000	27.945241	0.000000
467.500000	27.931785	0.000000
467.600000	27.918327	0.000000
467.700000	27.904870	0.000000
467.800000	27.891411	0.000000
467.900000	27.877952	0.000000
468.000000	27.864493	0.000000
468.100000	27.851033	0.000000
468.200000	27.837572	0.000000
468.300000	27.824111	0.000000
468.400000	27.810649	0.000000
468.500000	27.797187	0.000000
468.600000	27.783724	0.000000
468.700000	27.770261	0.000000
468.800000	27.756796	0.000000
468.900000	27.743332	0.000000
469.000000	27.729867	0.000000
469.100000	27.716401	0.000000
469.200000	27.702934	0.000000
469.300000	27.689280	0.000000
469.400000	27.675172	0.000000
469.500000	27.660871	0.000000
469.600000	27.646655	0.000000
469.700000	27.632801	0.000000
469.800000	27.619586	0.000000
469.900000	27.607288	0.000000
470.000000	27.596159	0.000000
470.100000	27.586057	0.000000
470.200000	27.576745	0.000000
470.300000	27.568037	0.000000
470.400000	27.559743	0.000000
470.500000	27.551677	0.000000
470.600000	27.543649	0.000000
470.700000	27.535472	0.000000
470.800000	27.526958	0.000000
470.900000	27.517918	0.000000
471.000000	27.508165	0.000000
471.100000	27.497503	0.000000
471.200000	27.485663	0.000000
471.300000	27.472788	0.000000
471.400000	27.459156	0.000000
471.500000	27.445044	0.000000
471.600000	27.430732	0.000000
471.700000	27.416497	0.000000
471.800000	27.402618	0.000000
471.900000	27.389123	0.000000
472.000000	27.375641	0.000000
472.100000	27.362157	0.000000
472.200000	27.348674	0.000000
472.300000	27.335189	0.000000
472.400000	27.321704	0.000000
472.500000	27.308219	0.000000
472.600000	27.294733	0.000000
472.700000	27.281246	0.000000
472.800000	27.267759	0.000000
472.900000	27.254271	0.000000
473.000000	27.240783	0.000000
473.100000	27.227294	0.000000
473.200000	27.213804	0.000000
473.300000	27.200314	0.000000
473.400000	27.186824	0.000000
473.500000	27.173332	0.000000
473.600000	27.159841	0.000000
473.700000	27.146348	0.000000
473.800000	27.132855	0.000000
473.900000	27.119361	0.000000
474.000000	27.105867	0.000000
474.100000	27.092373	0.000000
474.200000	27.078877	0.000000
474.300000	27.065381	0.000000
474.400000	27.051885	0.000000
474.500000	27.038388	0.000000
474.600000	27.024890	0.000000
474.700000	27.011392	0.000000
474.800000	26.997893	0.000000
474.900000	26.984394	0.000000
475.000000	26.970894	0.000000
475.100000	26.957393	0.000000
475.200000	26.943892	0.000000
475.300000	26.930390	0.000000
475.400000	26.916888	0.000000
475.500000	26.903385	0.000000
475.600000	26.889708	0.000000
475.700000	26.875571	0.000000
475.800000	26.861234	0.000000
475.900000	26.846974	0.000000
476.000000	26.833071	0.000000
476.100000	26.819807	0.000000
476.200000	26.807458	0.000000
476.300000	26.796284	0.000000
476.400000	26.786145	0.000000
476.500000	26.776802	0.000000
476.600000	26.768068	0.000000
476.700000	26.759751	0.000000
476.800000	26.751663	0.000000
476.900000	26.743613	0.000000
477.000000	26.735413	0.000000
477.100000	26.726872	0.000000
