Dividing Wavelength (nm)	Blue Motor Position (mm)	Red Motor Position (mm)	
347.000000	48.746350	4.303439
347.100000	48.741926	4.307910
347.200000	48.736959	4.312930
347.300000	48.731369	4.318580
347.400000	48.725079	4.324937
347.500000	48.718009	4.332083
347.600000	48.710081	4.340095
347.700000	48.701216	4.349055
347.800000	48.681604	4.368876
347.900000	48.646064	4.404796
348.000000	48.612436	4.438783
348.100000	48.597023	4.454361
348.200000	48.588804	4.462668
348.300000	48.581664	4.469884
348.400000	48.575501	4.476113
348.500000	48.570210	4.481460
348.600000	48.565686	4.486032
348.700000	48.561826	4.489934
348.800000	48.558525	4.493270
348.900000	48.555679	4.496146
349.000000	48.553184	4.498668
349.100000	48.550936	4.500940
349.200000	48.548829	4.503070
349.300000	48.546761	4.505160
349.400000	48.544626	4.507317
349.500000	48.542321	4.509647
349.600000	48.539742	4.512254
349.700000	48.536783	4.515244
349.800000	48.533342	4.518722
349.900000	48.529312	4.522795
350.000000	48.524592	4.527565
350.100000	48.519075	4.533141
350.200000	48.512659	4.539626
350.300000	48.505238	4.547126
350.400000	48.495648	4.556818
350.500000	48.474839	4.577850
350.600000	48.446812	4.606176
350.700000	48.419153	4.634130
350.800000	48.399435	4.654059
350.900000	48.386660	4.666970
351.000000	48.375618	4.678130
351.100000	48.365987	4.687864
351.200000	48.357441	4.696502
351.300000	48.349660	4.704366
351.400000	48.342318	4.711786
351.500000	48.335094	4.719087
351.600000	48.327663	4.726598
351.700000	48.319703	4.734643
351.800000	48.310891	4.743549
351.900000	48.300903	4.753643
352.000000	48.289526	4.765142
352.100000	48.276991	4.777811
352.200000	48.263632	4.791312
352.300000	48.249781	4.805311
352.400000	48.235772	4.819470
352.500000	48.221938	4.833452
352.600000	48.208613	4.846919
352.700000	48.196178	4.859487
352.800000	48.185358	4.870422
352.900000	48.175778	4.880105
353.000000	48.166763	4.889216
353.100000	48.157641	4.898435
353.200000	48.147737	4.908445
353.300000	48.136379	4.919924
353.400000	48.122892	4.933556
353.500000	48.106603	4.950018
353.600000	48.081277	4.975615
353.700000	48.038706	5.018641
353.800000	48.002636	5.055096
353.900000	47.983755	5.074178
354.000000	47.968394	5.089704
354.100000	47.955562	5.102673
354.200000	47.944484	5.113869
354.300000	47.934385	5.124076
354.400000	47.924490	5.134076
354.500000	47.914023	5.144655
354.600000	47.902211	5.156593
354.700000	47.889007	5.169938
354.800000	47.875466	5.183624
354.900000	47.861680	5.197557
355.000000	47.847713	5.211673
355.100000	47.833629	5.225908
355.200000	47.819492	5.240196
355.300000	47.805366	5.254473
355.400000	47.791225	5.268765
355.500000	47.776820	5.283324
355.600000	47.762257	5.298042
355.700000	47.747676	5.312779
355.800000	47.733220	5.327389
355.900000	47.719030	5.341731
356.000000	47.705248	5.355660
356.100000	47.691898	5.369153
356.200000	47.678638	5.382554
356.300000	47.665506	5.395826
356.400000	47.652585	5.408885
356.500000	47.639959	5.421646
356.600000	47.627713	5.434023
356.700000	47.615930	5.445932
356.800000	47.604695	5.457287
356.900000	47.594232	5.467862
357.000000	47.585092	5.477099
357.100000	47.576996	5.485282
357.200000	47.569568	5.492789
357.300000	47.562429	5.500004
357.400000	47.555204	5.507306
357.500000	47.547516	5.515077
357.600000	47.538987	5.523697
357.700000	47.529240	5.533548
357.800000	47.517899	5.545010
357.900000	47.504586	5.558465
358.000000	47.485868	5.577383
358.100000	47.456405	5.607161
358.200000	47.423904	5.640009
358.300000	47.396748	5.667455
358.400000	47.376093	5.688330
358.500000	47.358110	5.706505
358.600000	47.340631	5.724171
358.700000	47.321491	5.743515
358.800000	47.298508	5.766744
358.900000	47.266352	5.799243
359.000000	47.229510	5.836479
359.100000	47.198868	5.867448
359.200000	47.175638	5.890926
359.300000	47.154819	5.911968
359.400000	47.136112	5.930874
359.500000	47.119217	5.947950
359.600000	47.103833	5.963498
359.700000	47.089827	5.977654
359.800000	47.077297	5.990317
359.900000	47.065908	6.001828
360.000000	47.055303	6.012546
360.100000	47.045124	6.022834
360.200000	47.035014	6.033052
360.300000	47.024614	6.043563
360.400000	47.013568	6.054727
360.500000	47.001518	6.066906
360.600000	46.989349	6.079205
360.700000	46.978188	6.090485
360.800000	46.966928	6.101865
360.900000	46.954439	6.114488
361.000000	46.939591	6.129494
361.100000	46.921253	6.148028
361.200000	46.898129	6.171399
361.300000	46.843831	6.226277
361.400000	46.798432	6.272161
361.500000	46.781280	6.289496
361.600000	46.767696	6.303225
361.700000	46.756948	6.314088
361.800000	46.748306	6.322822
361.900000	46.741038	6.330168
362.000000	46.734412	6.336864
362.100000	46.727696	6.343652
362.200000	46.720159	6.351270
362.300000	46.711069	6.360457
362.400000	46.699695	6.371952
362.500000	46.685641	6.386156
362.600000	46.669522	6.402448
362.700000	46.652131	6.420024
362.800000	46.634260	6.438086
362.900000	46.616702	6.455832
363.000000	46.600250	6.472459
363.100000	46.585514	6.487353
363.200000	46.572053	6.500957
363.300000	46.559074	6.514075
363.400000	46.545781	6.527510
363.500000	46.531382	6.542063
363.600000	46.515082	6.558537
363.700000	46.495998	6.577825
363.800000	46.471149	6.602939
363.900000	46.441788	6.632614
364.000000	46.411170	6.663559
364.100000	46.380581	6.694474
364.200000	46.347118	6.728295
364.300000	46.316163	6.759580
364.400000	46.293336	6.782651
364.500000	46.275648	6.800528
364.600000	46.260562	6.815775
364.700000	46.247179	6.829301
364.800000	46.234601	6.842013
364.900000	46.221929	6.854821
365.000000	46.208264	6.868632
365.100000	46.192901	6.884159
365.200000	46.176721	6.900512
365.300000	46.160069	6.917341
365.400000	46.143053	6.934539
365.500000	46.125782	6.951995
365.600000	46.108364	6.969599
365.700000	46.091113	6.987034
365.800000	46.074827	7.003494
365.900000	46.058657	7.019837
366.000000	46.041540	7.037136
366.100000	46.022407	7.056474
366.200000	46.000193	7.078925
366.300000	45.969405	7.110042
366.400000	45.932424	7.147418
366.500000	45.900311	7.179874
366.600000	45.875892	7.204553
366.700000	45.853988	7.226691
366.800000	45.834111	7.246781
366.900000	45.815775	7.265313
367.000000	45.798516	7.282756
367.100000	45.784973	7.296443
367.200000	45.775397	7.306122
367.300000	45.767227	7.314379
367.400000	45.757906	7.323800
367.500000	45.744872	7.336973
367.600000	45.725566	7.356485
367.700000	45.695398	7.386975
367.800000	45.592698	7.490772
367.900000	45.572320	7.511368
368.000000	45.558456	7.525380
368.100000	45.549322	7.534611
368.200000	45.543135	7.540864
368.300000	45.538114	7.545939
368.400000	45.532475	7.551638
368.500000	45.524436	7.559763
368.600000	45.512214	7.572116
368.700000	45.492611	7.591928
368.800000	45.449656	7.635342
368.900000	45.405152	7.680321
369.000000	45.378536	7.707221
369.100000	45.357577	7.728404
369.200000	45.339222	7.746955
369.300000	45.320791	7.765583
369.400000	45.299606	7.786994
369.500000	45.285204	7.801550
369.600000	45.274185	7.812687
369.700000	45.245953	7.841220
369.800000	45.096121	7.992652
369.900000	45.080780	8.008157
370.000000	45.068401	8.020668
370.100000	45.058628	8.030546
370.200000	45.051107	8.038147
370.300000	45.045482	8.043832
370.400000	45.041397	8.047961
370.500000	45.038498	8.050891
370.600000	45.036428	8.052983
370.700000	45.034833	8.054595
370.800000	45.033357	8.056087
370.900000	45.031645	8.057817
371.000000	45.029341	8.060146
371.100000	45.026090	8.063431
371.200000	45.021536	8.068034
371.300000	45.015325	8.074311
371.400000	45.007101	8.082623
371.500000	44.996106	8.093736
371.600000	44.976772	8.113276
371.700000	44.949811	8.140525
371.800000	44.918323	8.172349
371.900000	44.882311	8.208746
372.000000	44.832560	8.259028
372.100000	44.797437	8.294526
372.200000	44.780455	8.311690
372.300000	44.769112	8.323154
372.400000	44.761230	8.331120
372.500000	44.754631	8.337790
372.600000	44.747139	8.345362
372.700000	44.736575	8.356038
372.800000	44.720761	8.372021
372.900000	44.696464	8.396578
373.000000	44.603108	8.490931
373.100000	44.561174	8.533313
373.200000	44.531242	8.563564
373.300000	44.508856	8.586189
373.400000	44.490476	8.604766
373.500000	44.475986	8.619410
373.600000	44.464397	8.631123
373.700000	44.454421	8.641206
373.800000	44.444766	8.650964
373.900000	44.434140	8.661703
374.000000	44.421254	8.674727
374.100000	44.404816	8.691341
374.200000	44.379943	8.716479
374.300000	44.343455	8.753357
374.400000	44.307027	8.790174
374.500000	44.277501	8.820015
374.600000	44.249356	8.848461
374.700000	44.223829	8.874261
374.800000	44.202534	8.895783
374.900000	44.185949	8.912545
375.000000	44.172300	8.926340
375.100000	44.160605	8.938160
375.200000	44.149901	8.948978
375.300000	44.139227	8.959766
375.400000	44.127621	8.971496
375.500000	44.114121	8.985140
375.600000	44.097751	9.001685
375.700000	44.076893	9.022766
375.800000	44.052035	9.047889
375.900000	44.024731	9.075485
376.000000	43.996480	9.104038
376.100000	43.964920	9.135935
376.200000	43.931306	9.169908
376.300000	43.900142	9.201404
376.400000	43.872753	9.229086
376.500000	43.847075	9.255038
376.600000	43.822600	9.279775
376.700000	43.798822	9.303807
376.800000	43.776222	9.326648
376.900000	43.754774	9.348325
377.000000	43.733494	9.369832
377.100000	43.711399	9.392163
377.200000	43.687345	9.416474
377.300000	43.660706	9.443398
377.400000	43.633552	9.470842
377.500000	43.608234	9.496430
377.600000	43.586802	9.518091
377.700000	43.568649	9.536438
377.800000	43.551920	9.553345
377.900000	43.534765	9.570684
378.000000	43.515335	9.590321
378.100000	43.491296	9.614617
378.200000	43.457788	9.648483
378.300000	43.422133	9.684519
378.400000	43.394396	9.712552
378.500000	43.375317	9.731835
378.600000	43.360260	9.747052
378.700000	43.345819	9.761648
378.800000	43.328590	9.779061
378.900000	43.305166	9.802735
379.000000	43.258865	9.849530
379.100000	43.203398	9.905590
379.200000	43.177497	9.931767
379.300000	43.158404	9.951064
379.400000	43.143181	9.966450
379.500000	43.129226	9.980554
379.600000	43.113933	9.996010
379.700000	43.094848	10.015299
379.800000	43.073246	10.037132
379.900000	43.050027	10.060599
380.000000	43.024972	10.085921
380.100000	42.997836	10.113347
380.200000	42.964776	10.146760
380.300000	42.928941	10.182978
380.400000	42.898629	10.213614
380.500000	42.875105	10.237389
380.600000	42.854397	10.258318
380.700000	42.835454	10.277463
380.800000	42.817222	10.295890
380.900000	42.798662	10.314648
381.000000	42.781749	10.331742
381.100000	42.766917	10.346732
381.200000	42.751958	10.361851
381.300000	42.734664	10.379330
381.400000	42.712828	10.401399
381.500000	42.680638	10.433933
381.600000	42.627781	10.487354
381.700000	42.575038	10.540661
381.800000	42.522124	10.594140
381.900000	42.485348	10.631308
382.000000	42.458311	10.658634
382.100000	42.435767	10.681419
382.200000	42.415268	10.702137
382.300000	42.394489	10.723138
382.400000	42.374014	10.743832
382.500000	42.354447	10.763608
382.600000	42.335647	10.782608
382.700000	42.317475	10.800974
382.800000	42.299790	10.818848
382.900000	42.284375	10.834428
383.000000	42.271611	10.847328
383.100000	42.259418	10.859651
383.200000	42.245715	10.873501
383.300000	42.228421	10.890979
383.400000	42.205457	10.914189
383.500000	42.155227	10.964955
383.600000	42.098465	11.022323
383.700000	42.075360	11.045675
383.800000	42.059241	11.061966
383.900000	42.047020	11.074318
384.000000	42.035606	11.085854
384.100000	42.021910	11.099696
384.200000	42.002843	11.118967
384.300000	41.970288	11.151869
384.400000	41.927473	11.195142
384.500000	41.894889	11.228074
384.600000	41.872580	11.250621
384.700000	41.853886	11.269514
384.800000	41.837239	11.286339
384.900000	41.821067	11.302684
385.000000	41.803799	11.320136
385.100000	41.784838	11.339300
385.200000	41.765555	11.358789
385.300000	41.746111	11.378441
385.400000	41.726619	11.398141
385.500000	41.707189	11.417778
385.600000	41.688348	11.436820
385.700000	41.671027	11.454326
385.800000	41.653891	11.471645
385.900000	41.635419	11.490315
386.000000	41.614093	11.511868
386.100000	41.588886	11.537345
386.200000	41.559477	11.567068
386.300000	41.517392	11.609602
386.400000	41.421936	11.706078
386.500000	41.359016	11.769670
386.600000	41.310427	11.818778
386.700000	41.269370	11.860273
386.800000	41.236886	11.893104
386.900000	41.214015	11.916219
387.000000	41.201800	11.928565
387.100000	41.233018	11.897013
387.200000	41.298361	11.830972
387.300000	41.269241	11.860404
387.400000	41.216904	11.913299
387.500000	41.158638	11.972188
387.600000	41.111732	12.019595
387.700000	41.087331	12.044256
387.800000	41.069500	12.062278
387.900000	41.054781	12.077154
388.000000	41.041975	12.090097
388.100000	41.029884	12.102317
388.200000	41.017308	12.115027
388.300000	41.003047	12.129440
388.400000	40.989159	12.143477
388.500000	40.979275	12.153466
388.600000	40.969226	12.163623
388.700000	40.954639	12.178365
388.800000	40.931140	12.202115
388.900000	40.880008	12.253794
389.000000	40.779145	12.355734
389.100000	40.756371	12.378751
389.200000	40.741952	12.393324
389.300000	40.732724	12.402651
389.400000	40.725520	12.409931
389.500000	40.717177	12.418364
389.600000	40.704528	12.431148
389.700000	40.686131	12.449741
389.800000	40.665081	12.471016
389.900000	40.641964	12.494380
390.000000	40.617181	12.519428
390.100000	40.590769	12.546122
390.200000	40.559823	12.577398
390.300000	40.527471	12.610096
390.400000	40.498578	12.639297
390.500000	40.474799	12.663330
390.600000	40.453549	12.684807
390.700000	40.432776	12.705802
390.800000	40.410427	12.728390
390.900000	40.384225	12.754871
391.000000	40.353714	12.785708
391.100000	40.322807	12.816945
391.200000	40.295668	12.844374
391.300000	40.272898	12.867387
391.400000	40.252266	12.888240
391.500000	40.232056	12.908666
391.600000	40.210554	12.930397
391.700000	40.185938	12.955276
391.800000	40.157856	12.983658
391.900000	40.129091	13.012730
392.000000	40.102659	13.039445
392.100000	40.080948	13.061387
392.200000	40.062546	13.079986
392.300000	40.044628	13.098095
392.400000	40.024366	13.118574
392.500000	39.998923	13.144289
392.600000	39.960318	13.183306
392.700000	39.914907	13.229202
392.800000	39.874887	13.269649
392.900000	39.835949	13.309003
393.000000	39.804460	13.340828
393.100000	39.784771	13.360728
393.200000	39.771958	13.373677
393.300000	39.762687	13.383047
393.400000	39.753745	13.392085
393.500000	39.741915	13.404041
393.600000	39.723983	13.422165
393.700000	39.694972	13.451486
393.800000	39.595597	13.551922
393.900000	39.559860	13.588041
394.000000	39.535482	13.612679
394.100000	39.517149	13.631208
394.200000	39.499548	13.648997
394.300000	39.482514	13.666213
394.400000	39.468196	13.680684
394.500000	39.455344	13.693673
394.600000	39.442712	13.706440
394.700000	39.429052	13.720246
394.800000	39.413116	13.736352
394.900000	39.393511	13.756166
395.000000	39.367856	13.782095
395.100000	39.337798	13.812474
395.200000	39.306081	13.844530
395.300000	39.274251	13.876700
395.400000	39.240491	13.910821
395.500000	39.203560	13.948146
395.600000	39.154597	13.997632
395.700000	39.093094	14.059792
395.800000	39.036682	14.116806
395.900000	39.003093	14.150754
396.000000	39.077125	14.075931
396.100000	38.975384	14.178759
396.200000	38.900021	14.254927
396.300000	38.881784	14.273359
396.400000	38.868677	14.286606
396.500000	38.859431	14.295950
396.600000	38.852774	14.302678
396.700000	38.847435	14.308074
396.800000	38.842142	14.313424
396.900000	38.835624	14.320012
397.000000	38.826611	14.329121
397.100000	38.813830	14.342038
397.200000	38.794732	14.361340
397.300000	38.733785	14.422938
397.400000	38.641280	14.516431
397.500000	38.552402	14.606258
397.600000	38.502333	14.656862
397.700000	38.664644	14.492818
397.800000	38.509706	14.649410
397.900000	38.398792	14.761509
398.000000	38.370538	14.790065
398.100000	38.350509	14.810308
398.200000	38.335772	14.825202
398.300000	38.323394	14.837712
398.400000	38.310442	14.850802
398.500000	38.294156	14.867262
398.600000	38.274954	14.886669
398.700000	38.253974	14.907874
398.800000	38.231917	14.930166
398.900000	38.209484	14.952839
399.000000	38.187376	14.975183
399.100000	38.166294	14.996490
399.200000	38.146938	15.016053
399.300000	38.130011	15.033160
399.400000	38.116212	15.047107
399.500000	38.106243	15.057182
399.600000	38.100806	15.062677
399.700000	38.141925	15.021119
399.800000	38.197851	14.964596
399.900000	38.178442	14.984212
400.000000	38.143947	15.019076
400.100000	38.100621	15.062864
400.200000	38.054723	15.109253
400.300000	38.012506	15.151920
400.400000	37.976565	15.188245
400.500000	37.940170	15.225029
400.600000	37.907142	15.258410
400.700000	37.880902	15.284930
400.800000	37.859056	15.307009
400.900000	37.838786	15.327496
401.000000	37.817351	15.349160
401.100000	37.792378	15.374399
401.200000	37.766370	15.400685
401.300000	37.735946	15.431434
401.400000	37.694710	15.473111
401.500000	37.613282	15.555408
401.600000	37.584207	15.584794
401.700000	37.568488	15.600681
401.800000	37.558157	15.611122
401.900000	37.551009	15.618346
402.000000	37.544833	15.624588
402.100000	37.537424	15.632076
402.200000	37.526572	15.643044
402.300000	37.510072	15.659720
402.400000	37.470694	15.699519
402.500000	37.371409	15.799864
402.600000	37.301528	15.870492
402.700000	37.395155	15.775865
402.800000	37.377765	15.793440
402.900000	37.351004	15.820487
403.000000	37.318329	15.853511
403.100000	37.283195	15.889020
403.200000	37.249057	15.923523
403.300000	37.219371	15.953526
403.400000	37.197527	15.975603
403.500000	37.181699	15.991600
403.600000	37.168628	16.004811
403.700000	37.157019	16.016544
403.800000	37.145577	16.028108
403.900000	37.133008	16.040811
404.000000	37.118017	16.055963
404.100000	37.099300	16.074879
404.200000	37.068737	16.105769
404.300000	37.030537	16.144377
404.400000	37.000128	16.175111
404.500000	36.981764	16.193671
404.600000	36.967902	16.207681
404.700000	36.956572	16.219132
404.800000	36.945805	16.230014
404.900000	36.933632	16.242317
405.000000	36.918084	16.258031
405.100000	36.896921	16.279420
405.200000	36.850367	16.326471
405.300000	36.785117	16.392418
405.400000	36.726548	16.451612
405.500000	36.700036	16.478408
405.600000	36.741861	16.436136
405.700000	36.797576	16.379826
405.800000	36.788393	16.389107
405.900000	36.748551	16.429374
406.000000	36.693348	16.485167
406.100000	36.636488	16.542634
406.200000	36.591519	16.588084
406.300000	36.559937	16.620003
406.400000	36.524541	16.655777
406.500000	36.448102	16.733032
406.600000	36.388909	16.792857
406.700000	36.369750	16.812221
406.800000	36.356210	16.825906
406.900000	36.346679	16.835538
407.000000	36.339546	16.842748
407.100000	36.333202	16.849159
407.200000	36.326037	16.856401
407.300000	36.316440	16.866100
407.400000	36.302802	16.879884
407.500000	36.282394	16.900510
407.600000	36.254903	16.928295
407.700000	36.224661	16.958860
407.800000	36.196014	16.987813
407.900000	36.169008	17.015107
408.000000	36.142021	17.042382
408.100000	36.114813	17.069881
408.200000	36.086700	17.098294
408.300000	36.055962	17.129360
408.400000	36.026137	17.159504
408.500000	36.001586	17.184317
408.600000	35.983461	17.202636
408.700000	35.968435	17.217822
408.800000	35.955400	17.230996
408.900000	35.943264	17.243262
409.000000	35.930934	17.255724
409.100000	35.917319	17.269484
409.200000	35.901326	17.285648
409.300000	35.884194	17.302963
409.400000	35.866641	17.320703
409.500000	35.845497	17.342073
409.600000	35.817574	17.370294
409.700000	35.765346	17.423080
409.800000	35.697957	17.491189
409.900000	35.681779	17.507540
410.000000	35.670973	17.518461
410.100000	35.664236	17.525270
410.200000	35.660266	17.529282
410.300000	35.657763	17.531812
410.400000	35.655424	17.534176
410.500000	35.651949	17.537688
410.600000	35.646034	17.543666
410.700000	35.636380	17.553423
410.800000	35.621683	17.568277
410.900000	35.600643	17.589542
411.000000	35.466482	17.725136
411.100000	35.437077	17.754855
411.200000	35.421465	17.770634
411.300000	35.405252	17.787020
411.400000	35.380006	17.812536
411.500000	35.353461	17.839364
411.600000	35.328102	17.864994
411.700000	35.306038	17.887294
411.800000	35.288922	17.904592
411.900000	35.275737	17.917918
412.000000	35.264934	17.928836
412.100000	35.255004	17.938873
412.200000	35.244436	17.949553
412.300000	35.231723	17.962402
412.400000	35.215354	17.978946
412.500000	35.192340	18.002206
412.600000	35.143570	18.051497
412.700000	35.099188	18.096353
412.800000	35.074727	18.121075
412.900000	35.055520	18.140487
413.000000	35.039174	18.157008
413.100000	35.023300	18.173051
413.200000	35.005506	18.191035
413.300000	34.983769	18.213004
413.400000	34.959146	18.237890
413.500000	34.934221	18.263082
413.600000	34.911589	18.285955
413.700000	34.893524	18.304213
413.800000	34.878475	18.319423
413.900000	34.865217	18.332822
414.000000	34.853114	18.345055
414.100000	34.841530	18.356762
414.200000	34.829829	18.368588
414.300000	34.817372	18.381178
414.400000	34.803525	18.395173
414.500000	34.790485	18.408353
414.600000	34.781861	18.417069
414.700000	34.772814	18.426212
414.800000	34.758196	18.440986
414.900000	34.732859	18.466594
415.000000	34.626259	18.574333
415.100000	34.568829	18.632376
415.200000	34.547733	18.653697
415.300000	34.535785	18.665773
415.400000	34.528505	18.673131
415.500000	34.521416	18.680295
415.600000	34.510038	18.691795
415.700000	34.489980	18.712067
415.800000	34.461152	18.741203
415.900000	34.429447	18.773247
416.000000	34.401185	18.801810
416.100000	34.377752	18.825494
416.200000	34.355660	18.847822
416.300000	34.335168	18.868532
416.400000	34.316541	18.887358
416.500000	34.300046	18.904030
416.600000	34.285979	18.918247
416.700000	34.273989	18.930365
416.800000	34.263374	18.941093
416.900000	34.253429	18.951144
417.000000	34.243449	18.961231
417.100000	34.232731	18.972063
417.200000	34.220570	18.984354
417.300000	34.206263	18.998814
417.400000	34.188153	19.017118
417.500000	34.163776	19.041755
417.600000	34.136490	19.069332
417.700000	34.110146	19.095958
417.800000	34.087414	19.118932
417.900000	34.065382	19.141200
418.000000	34.044160	19.162648
418.100000	34.024453	19.182566
418.200000	34.006961	19.200245
418.300000	33.992181	19.215183
418.400000	33.979335	19.228166
418.500000	33.967891	19.239732
418.600000	33.957416	19.250319
418.700000	33.947477	19.260364
418.800000	33.937643	19.270303
418.900000	33.927480	19.280575
419.000000	33.916557	19.291614
419.100000	33.904441	19.303860
419.200000	33.891332	19.317109
419.300000	33.878603	19.329974
419.400000	33.865382	19.343336
419.500000	33.850624	19.358251
419.600000	33.833281	19.375780
419.700000	33.812305	19.396980
419.800000	33.782018	19.427590
419.900000	33.730223	19.479938
420.000000	33.693850	19.516700
420.100000	33.674039	19.536722
420.200000	33.659585	19.551331
420.300000	33.647639	19.563404
420.400000	33.635353	19.575821
420.500000	33.619877	19.591463
420.600000	33.598298	19.613272
420.700000	33.557333	19.654675
420.800000	33.511020	19.701482
420.900000	33.482977	19.729825
421.000000	33.461066	19.751970
421.100000	33.442449	19.770786
421.200000	33.425901	19.787510
421.300000	33.410201	19.803378
421.400000	33.394329	19.819420
421.500000	33.379598	19.834308
421.600000	33.366055	19.847996
421.700000	33.353137	19.861051
421.800000	33.340278	19.874048
421.900000	33.326914	19.887555
422.000000	33.312480	19.902143
422.100000	33.296498	19.918295
422.200000	33.280604	19.934359
422.300000	33.264239	19.950899
422.400000	33.245541	19.969797
422.500000	33.222648	19.992934
422.600000	33.192440	20.023465
422.700000	33.131909	20.084642
422.800000	33.093261	20.123703
422.900000	33.074474	20.142691
423.000000	33.059886	20.157434
423.100000	33.048367	20.169076
423.200000	33.038786	20.178760
423.300000	33.030014	20.187625
423.400000	33.020918	20.196819
423.500000	33.010371	20.207478
423.600000	32.997343	20.220645
423.700000	32.984359	20.233768
423.800000	32.971891	20.246369
423.900000	32.958525	20.259878
424.000000	32.942843	20.275727
424.100000	32.923432	20.295346
424.200000	32.898814	20.320227
424.300000	32.844315	20.375308
424.400000	32.796543	20.423590
424.500000	32.774047	20.446326
424.600000	32.757007	20.463548
424.700000	32.743416	20.477284
424.800000	32.731263	20.489567
424.900000	32.718540	20.502426
425.000000	32.703238	20.517891
425.100000	32.684484	20.536846
425.200000	32.663977	20.557572
425.300000	32.642474	20.579304
425.400000	32.620687	20.601324
425.500000	32.599330	20.622909
425.600000	32.578328	20.644135
425.700000	32.557266	20.665422
425.800000	32.536220	20.686693
425.900000	32.515271	20.707866
426.000000	32.494429	20.728931
426.100000	32.472751	20.750840
426.200000	32.450767	20.773059
426.300000	32.429607	20.794445
426.400000	32.410400	20.813857
426.500000	32.394324	20.830105
426.600000	32.382159	20.842400
426.700000	32.372741	20.851918
